"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Iron/Steel Articles",1573,"Iron Structures",157308,"Metals",15,330075,2023
"Iron/Steel Articles",1573,"Small Iron Containers",157310,"Metals",15,355449,2023
"Iron/Steel Articles",1573,"Iron Gas Containers",157311,"Metals",15,524595,2023
"Iron/Steel Articles",1573,"Stranded Iron Wire",157312,"Metals",15,16159,2023
"Iron/Steel Articles",1573,"Iron Cloth",157314,"Metals",15,9163,2023
"Iron/Steel Articles",1573,"Iron Chains",157315,"Metals",15,1328,2023
"Iron/Steel Articles",1573,"Iron Nails",157317,"Metals",15,95,2023
"Iron/Steel Articles",1573,"Iron Fasteners",157318,"Metals",15,5570,2023
"Iron/Steel Articles",1573,"Iron Sewing Needles",157319,"Metals",15,246,2023
"Iron/Steel Articles",1573,"Iron Springs",157320,"Metals",15,22.000000000000004,2023
"Iron/Steel Articles",1573,"Iron Stovetops",157321,"Metals",15,4885,2023
"Iron/Steel Articles",1573,"Iron Radiators",157322,"Metals",15,168,2023
"Iron/Steel Articles",1573,"Iron Housewares",157323,"Metals",15,8186,2023
"Iron/Steel Articles",1573,"Iron Toiletry",157324,"Metals",15,42,2023
"Iron/Steel Articles",1573,"Other Cast Iron Products",157325,"Metals",15,3,2023
"Iron/Steel Articles",1573,"Other Iron Products",157326,"Metals",15,141105,2023
"Copper articles",1574,"Raw Copper",157402,"Metals",15,1140012,2023
"Copper articles",1574,"Refined Copper",157403,"Metals",15,1179099,2023
"Copper articles",1574,"Scrap Copper",157404,"Metals",15,8712002,2023
"Copper articles",1574,"Copper Bars",157407,"Metals",15,2490,2023
"Copper articles",1574,"Copper Foil",157410,"Metals",15,8901492,2023
"Copper articles",1574,"Copper Fasteners",157415,"Metals",15,2215,2023
"Copper articles",1574,"Copper Housewares",157418,"Metals",15,177,2023
"Copper articles",1574,"Other Copper Products",157419,"Metals",15,871453,2023
"Nickel articles",1575,"Raw Nickel",157502,"Metals",15,864550092,2023
"Nickel articles",1575,"Scrap Nickel",157503,"Metals",15,8946275,2023
"Nickel articles",1575,"Nickel Powder",157504,"Metals",15,21,2023
"Nickel articles",1575,"Other Nickel Products",157508,"Metals",15,5,2023
"Aluminum articles",1576,"Scrap Aluminium",157602,"Metals",15,11542,2023
"Aluminum articles",1576,"Aluminium Bars",157604,"Metals",15,1404,2023
"Aluminum articles",1576,"Aluminium Plating",157606,"Metals",15,176,2023
"Aluminum articles",1576,"Aluminium Pipes",157608,"Metals",15,1840,2023
"Aluminum articles",1576,"Aluminium Structures",157610,"Metals",15,66309,2023
"Aluminum articles",1576,"Aluminium Cans",157612,"Metals",15,1505,2023
"Aluminum articles",1576,"Aluminium Gas Containers",157613,"Metals",15,638,2023
"Aluminum articles",1576,"Aluminium Housewares",157615,"Metals",15,7388.000000000001,2023
"Aluminum articles",1576,"Other Aluminium Products",157616,"Metals",15,515601,2023
"Lead articles",1578,"Lead Sheets",157804,"Metals",15,1291,2023
"Lead articles",1578,"Other Lead Products",157806,"Metals",15,71199,2023
"Zinc articles",1579,"Raw Zinc",157901,"Metals",15,28836,2023
"Zinc articles",1579,"Zinc Powder",157903,"Metals",15,1,2023
"Zinc articles",1579,"Other Zinc Products",157907,"Metals",15,15946,2023
"Cermet articles",1581,"Tungsten",158101,"Metals",15,306,2023
"Cermet articles",1581,"Cobalt",158105,"Metals",15,121933265,2023
"Cermet articles",1581,"Titanium",158108,"Metals",15,10469,2023
"Cermet articles",1581,"Antimony",158110,"Metals",15,148.00000000000003,2023
"Cermet articles",1581,"Manganese",158111,"Metals",15,312,2023
"Cermet articles",1581,"Other Metals",158112,"Metals",15,66386,2023
"Tools & cutlery",1582,"Garden Tools",158201,"Metals",15,299,2023
"Tools & cutlery",1582,"Hand Saws",158202,"Metals",15,622,2023
"Tools & cutlery",1582,"Hand Tools",158203,"Metals",15,161,2023
"Tools & cutlery",1582,"Wrenches",158204,"Metals",15,5765,2023
"Tools & cutlery",1582,"Other Hand Tools",158205,"Metals",15,112475,2023
"Tools & cutlery",1582,"Tool Sets",158206,"Metals",15,11777.000000000002,2023
"Tools & cutlery",1582,"Interchangeable Tool Parts",158207,"Metals",15,27065,2023
"Tools & cutlery",1582,"Cutting Blades",158208,"Metals",15,41,2023
"Tools & cutlery",1582,"Knives",158211,"Metals",15,3897,2023
"Tools & cutlery",1582,"Razor Blades",158212,"Metals",15,12,2023
"Tools & cutlery",1582,"Scissors",158213,"Metals",15,1,2023
"Tools & cutlery",1582,"Other Cutlery",158214,"Metals",15,42.00000000000001,2023
"Tools & cutlery",1582,"Cutlery Sets",158215,"Metals",15,841,2023
"Miscellaneous metal products",1583,"Padlocks",158301,"Metals",15,612,2023
"Miscellaneous metal products",1583,"Metal Mountings",158302,"Metals",15,11470,2023
"Miscellaneous metal products",1583,"Filing Cabinets",158304,"Metals",15,287,2023
"Miscellaneous metal products",1583,"Bells and Other Metal Ornaments",158306,"Metals",15,177397.99999999997,2023
"Miscellaneous metal products",1583,"Other Metal Fasteners",158308,"Metals",15,19200,2023
"Miscellaneous metal products",1583,"Metal Stoppers",158309,"Metals",15,80915,2023
"Miscellaneous metal products",1583,"Metal Signs",158310,"Metals",15,5128,2023
"Miscellaneous metal products",1583,"Coated Metal Soldering Products",158311,"Metals",15,11.000000000000002,2023
"Machinery, mechanical appliances, & parts",1684,"Central Heating Boilers",168403,"Machines",16,10,2023
"Machinery, mechanical appliances, & parts",1684,"Spark-Ignition Engines",168407,"Machines",16,70745,2023
"Machinery, mechanical appliances, & parts",1684,"Combustion Engines",168408,"Machines",16,5576,2023
"Machinery, mechanical appliances, & parts",1684,"Engine Parts",168409,"Machines",16,160178,2023
"Machinery, mechanical appliances, & parts",1684,"Gas Turbines",168411,"Machines",16,22739,2023
"Machinery, mechanical appliances, & parts",1684,"Other Engines",168412,"Machines",16,56572,2023
"Machinery, mechanical appliances, & parts",1684,"Liquid Pumps",168413,"Machines",16,2734995,2023
"Machinery, mechanical appliances, & parts",1684,"Air Pumps",168414,"Machines",16,105790,2023
"Machinery, mechanical appliances, & parts",1684,"Air Conditioners",168415,"Machines",16,8429,2023
"Machinery, mechanical appliances, & parts",1684,"Liquid Fuel Furnaces",168416,"Machines",16,1509,2023
"Machinery, mechanical appliances, & parts",1684,"Industrial Furnaces",168417,"Machines",16,3410,2023
"Machinery, mechanical appliances, & parts",1684,"Refrigerators",168418,"Machines",16,38844,2023
"Machinery, mechanical appliances, & parts",1684,"Other Heating Machinery",168419,"Machines",16,43604,2023
"Machinery, mechanical appliances, & parts",1684,"Centrifuges",168421,"Machines",16,1049114,2023
"Machinery, mechanical appliances, & parts",1684,"Washing and Bottling Machines",168422,"Machines",16,25722,2023
"Machinery, mechanical appliances, & parts",1684,"Scales",168423,"Machines",16,7973,2023
"Machinery, mechanical appliances, & parts",1684,"Liquid Dispersing Machines",168424,"Machines",16,3989,2023
"Machinery, mechanical appliances, & parts",1684,"Pulley Systems",168425,"Machines",16,65398,2023
"Machinery, mechanical appliances, & parts",1684,"Cranes",168426,"Machines",16,921687,2023
"Machinery, mechanical appliances, & parts",1684,"Fork-Lifts",168427,"Machines",16,766.0000000000001,2023
"Machinery, mechanical appliances, & parts",1684,"Lifting Machinery",168428,"Machines",16,322.99999999999994,2023
"Machinery, mechanical appliances, & parts",1684,"Large Construction Vehicles",168429,"Machines",16,91591,2023
"Machinery, mechanical appliances, & parts",1684,"Other Construction Vehicles",168430,"Machines",16,309264,2023
"Machinery, mechanical appliances, & parts",1684,"Excavation Machinery",168431,"Machines",16,65381,2023
"Machinery, mechanical appliances, & parts",1684,"Soil Preparation Machinery",168432,"Machines",16,9033,2023
"Machinery, mechanical appliances, & parts",1684,"Harvesting Machinery",168433,"Machines",16,1129,2023
"Machinery, mechanical appliances, & parts",1684,"Dairy Machinery",168434,"Machines",16,5896,2023
"Machinery, mechanical appliances, & parts",1684,"Other Agricultural Machinery",168436,"Machines",16,149,2023
"Machinery, mechanical appliances, & parts",1684,"Industrial Food Preperation Machinery",168438,"Machines",16,622518,2023
"Machinery, mechanical appliances, & parts",1684,"Other Paper Machinery",168441,"Machines",16,31,2023
"Machinery, mechanical appliances, & parts",1684,"Industrial Printers",168443,"Machines",16,78349,2023
"Machinery, mechanical appliances, & parts",1684,"Textile Fiber Machinery",168445,"Machines",16,3302,2023
"Machinery, mechanical appliances, & parts",1684,"Looms",168446,"Machines",16,763,2023
"Machinery, mechanical appliances, & parts",1684,"Knitting Machine Accessories",168448,"Machines",16,937.9999999999999,2023
"Machinery, mechanical appliances, & parts",1684,"Household Washing Machines",168450,"Machines",16,22991,2023
"Machinery, mechanical appliances, & parts",1684,"Textile Processing Machines",168451,"Machines",16,148700.99999999997,2023
"Machinery, mechanical appliances, & parts",1684,"Sewing Machines",168452,"Machines",16,11345,2023
"Machinery, mechanical appliances, & parts",1684,"Leather Machinery",168453,"Machines",16,4366,2023
"Machinery, mechanical appliances, & parts",1684,"Non-Mechanical Removal Machinery",168456,"Machines",16,742,2023
"Machinery, mechanical appliances, & parts",1684,"Drilling Machines",168459,"Machines",16,7588.999999999999,2023
"Machinery, mechanical appliances, & parts",1684,"Metal Finishing Machines",168460,"Machines",16,158,2023
"Machinery, mechanical appliances, & parts",1684,"Metalworking Machines",168461,"Machines",16,16254.999999999998,2023
"Machinery, mechanical appliances, & parts",1684,"Forging Machines",168462,"Machines",16,107440,2023
"Machinery, mechanical appliances, & parts",1684,"Other Non-Metal Removal Machinery",168463,"Machines",16,191,2023
"Machinery, mechanical appliances, & parts",1684,"Stone Working Machines",168464,"Machines",16,1193,2023
"Machinery, mechanical appliances, & parts",1684,"Woodworking machines",168465,"Machines",16,4748,2023
"Machinery, mechanical appliances, & parts",1684,"Metalworking Machine Parts",168466,"Machines",16,88471,2023
"Machinery, mechanical appliances, & parts",1684,"Motor-working Tools",168467,"Machines",16,25457,2023
"Machinery, mechanical appliances, & parts",1684,"Soldering and Welding Machinery",168468,"Machines",16,6145,2023
"Machinery, mechanical appliances, & parts",1684,"Calculators",168470,"Machines",16,6456,2023
"Machinery, mechanical appliances, & parts",1684,"Computers",168471,"Machines",16,509499,2023
"Machinery, mechanical appliances, & parts",1684,"Other Office Machines",168472,"Machines",16,9,2023
"Machinery, mechanical appliances, & parts",1684,"Office Machine Parts",168473,"Machines",16,60618,2023
"Machinery, mechanical appliances, & parts",1684,"Stone Processing Machines",168474,"Machines",16,96588,2023
"Machinery, mechanical appliances, & parts",1684,"Rubberworking Machinery",168477,"Machines",16,1008,2023
"Machinery, mechanical appliances, & parts",1684,"Machinery Having Individual Functions",168479,"Machines",16,161239,2023
"Machinery, mechanical appliances, & parts",1684,"Metal Molds",168480,"Machines",16,11028,2023
"Machinery, mechanical appliances, & parts",1684,"Valves",168481,"Machines",16,870968,2023
"Machinery, mechanical appliances, & parts",1684,"Ball Bearings",168482,"Machines",16,414,2023
"Machinery, mechanical appliances, & parts",1684,"Transmissions",168483,"Machines",16,704693,2023
"Machinery, mechanical appliances, & parts",1684,"Gaskets",168484,"Machines",16,29358,2023
"Machinery, mechanical appliances, & parts",1684,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",168486,"Machines",16,493,2023
"Machinery, mechanical appliances, & parts",1684,"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,"Machines",16,428,2023
"Electrical machinery and electronics",1685,"Electric Motors",168501,"Machines",16,29279,2023
"Electrical machinery and electronics",1685,"Electric Generating Sets",168502,"Machines",16,24769.999999999996,2023
"Electrical machinery and electronics",1685,"Electric Motor Parts",168503,"Machines",16,8875,2023
"Electrical machinery and electronics",1685,"Electrical Transformers",168504,"Machines",16,231537,2023
"Electrical machinery and electronics",1685,"Electromagnets",168505,"Machines",16,1416,2023
"Electrical machinery and electronics",1685,"Batteries",168506,"Machines",16,3997,2023
"Electrical machinery and electronics",1685,"Electric Batteries",168507,"Machines",16,4145,2023
"Electrical machinery and electronics",1685,"Vacuum Cleaners",168508,"Machines",16,909,2023
"Electrical machinery and electronics",1685,"Other Domestic Electric Housewares",168509,"Machines",16,22264.999999999996,2023
"Electrical machinery and electronics",1685,"Electrical Ignitions",168511,"Machines",16,12003,2023
"Electrical machinery and electronics",1685,"Portable Lighting",168513,"Machines",16,7025,2023
"Electrical machinery and electronics",1685,"Electric Furnaces",168514,"Machines",16,811,2023
"Electrical machinery and electronics",1685,"Electric Soldering Equipment",168515,"Machines",16,6122,2023
"Electrical machinery and electronics",1685,"Electric Heaters",168516,"Machines",16,26639,2023
"Electrical machinery and electronics",1685,"Telephones",168517,"Machines",16,441480,2023
"Electrical machinery and electronics",1685,"Microphones and Headphones",168518,"Machines",16,14407,2023
"Electrical machinery and electronics",1685,"Sound Recording Equipment",168519,"Machines",16,485,2023
"Electrical machinery and electronics",1685,"Video Recording Equipment",168521,"Machines",16,5399,2023
"Electrical machinery and electronics",1685,"Blank Audio Media",168523,"Machines",16,2164,2023
"Electrical machinery and electronics",1685,"Broadcasting Equipment",168525,"Machines",16,17109,2023
"Electrical machinery and electronics",1685,"Navigation Equipment",168526,"Machines",16,15062,2023
"Electrical machinery and electronics",1685,"Radio Receivers",168527,"Machines",16,28915,2023
"Electrical machinery and electronics",1685,"Video Displays",168528,"Machines",16,48105,2023
"Electrical machinery and electronics",1685,"Broadcasting Accessories",168529,"Machines",16,22634,2023
"Electrical machinery and electronics",1685,"Traffic Signals",168530,"Machines",16,1050,2023
"Electrical machinery and electronics",1685,"Audio Alarms",168531,"Machines",16,479,2023
"Electrical machinery and electronics",1685,"Electrical Capacitors",168532,"Machines",16,1013,2023
"Electrical machinery and electronics",1685,"Electrical Resistors",168533,"Machines",16,242,2023
"Electrical machinery and electronics",1685,"Printed Circuit Boards",168534,"Machines",16,576341,2023
"Electrical machinery and electronics",1685,"High-voltage Protection Equipment",168535,"Machines",16,1348,2023
"Electrical machinery and electronics",1685,"Low-voltage Protection Equipment",168536,"Machines",16,86764,2023
"Electrical machinery and electronics",1685,"Electrical Control Boards",168537,"Machines",16,38029,2023
"Electrical machinery and electronics",1685,"Electrical Power Accessories",168538,"Machines",16,4472,2023
"Electrical machinery and electronics",1685,"Electric Filament",168539,"Machines",16,2825,2023
"Electrical machinery and electronics",1685,"Cathode Tubes",168540,"Machines",16,2517,2023
"Electrical machinery and electronics",1685,"Semiconductor Devices",168541,"Machines",16,8133,2023
"Electrical machinery and electronics",1685,"Integrated Circuits",168542,"Machines",16,683727,2023
"Electrical machinery and electronics",1685,"Other Electrical Machinery",168543,"Machines",16,3900,2023
"Electrical machinery and electronics",1685,"Insulated Wire",168544,"Machines",16,21574,2023
"Electrical machinery and electronics",1685,"Electrical Parts",168548,"Machines",16,2730317.9999999995,2023
"Railway and trams",1786,"Locomotive Parts",178607,"Transportation",17,643,2023
"Railway and trams",1786,"Railway Cargo Containers",178609,"Transportation",17,4725969,2023
"Cars, tractors, trucks & parts thereof.",1787,"Tractors",178701,"Transportation",17,5854.999999999999,2023
"Cars, tractors, trucks & parts thereof.",1787,"Buses",178702,"Transportation",17,4297,2023
"Cars, tractors, trucks & parts thereof.",1787,"Cars",178703,"Transportation",17,628293,2023
"Cars, tractors, trucks & parts thereof.",1787,"Delivery Trucks",178704,"Transportation",17,80008,2023
"Cars, tractors, trucks & parts thereof.",1787,"Special purpose motor vehicles",178705,"Transportation",17,65771.99999999999,2023
"Cars, tractors, trucks & parts thereof.",1787,"Motor vehicle (8701 to 8705) chassis fitted with engine",178706,"Transportation",17,110782.00000000001,2023
"Cars, tractors, trucks & parts thereof.",1787,"Motor vehicles; parts and accessories (8701 to 8705)",178708,"Transportation",17,179597,2023
"Cars, tractors, trucks & parts thereof.",1787,"Motorcycles and cycles",178711,"Transportation",17,36256,2023
"Cars, tractors, trucks & parts thereof.",1787,"Bicycles, delivery tricycles, other cycles",178712,"Transportation",17,2231,2023
"Cars, tractors, trucks & parts thereof.",1787,"Bi-Wheel Vehicle Parts",178714,"Transportation",17,2085,2023
"Cars, tractors, trucks & parts thereof.",1787,"Baby Carriages",178715,"Transportation",17,2556,2023
"Cars, tractors, trucks & parts thereof.",1787,"Trailers and semi-trailers, not mechanically propelled vehicles",178716,"Transportation",17,1652,2023
"Aircraft and Spacecraft",1788,"Planes, Helicopters, and/or Spacecraft",178802,"Transportation",17,10321644,2023
"Aircraft and Spacecraft",1788,"Aircraft parts (gliders, balloons, and powered aircraft)",178803,"Transportation",17,225672,2023
"Aircraft and Spacecraft",1788,"Parachutes",178804,"Transportation",17,615099,2023
"Aircraft and Spacecraft",1788,"Aircraft Launch Gear",178805,"Transportation",17,1972,2023
"Ships, boats, & floating structures",1789,"Fishing Ships",178902,"Transportation",17,80551.99999999999,2023
"Ships, boats, & floating structures",1789,"Recreational Boats",178903,"Transportation",17,110478,2023
"Ships, boats, & floating structures",1789,"Other Sea Vessels",178906,"Transportation",17,295,2023
"Ships, boats, & floating structures",1789,"Other Floating Structures",178907,"Transportation",17,5684.000000000001,2023
"Optical, photo, & film equipment; medical instruments",1890,"Mirrors and Lenses",189002,"Instruments",18,32,2023
"Optical, photo, & film equipment; medical instruments",1890,"Eyewear Frames",189003,"Instruments",18,3155,2023
"Optical, photo, & film equipment; medical instruments",1890,"Eyewear",189004,"Instruments",18,38729,2023
"Optical, photo, & film equipment; medical instruments",1890,"Binoculars and Telescopes",189005,"Instruments",18,139,2023
"Optical, photo, & film equipment; medical instruments",1890,"Cameras",189006,"Instruments",18,996,2023
"Optical, photo, & film equipment; medical instruments",1890,"Microscopes",189011,"Instruments",18,446,2023
"Optical, photo, & film equipment; medical instruments",1890,"Non-optical Microscopes",189012,"Instruments",18,5,2023
"Optical, photo, & film equipment; medical instruments",1890,"LCDs",189013,"Instruments",18,8261,2023
"Optical, photo, & film equipment; medical instruments",1890,"Compasses",189014,"Instruments",18,156593.99999999997,2023
"Optical, photo, & film equipment; medical instruments",1890,"Surveying Equipment",189015,"Instruments",18,90531,2023
"Optical, photo, & film equipment; medical instruments",1890,"Balances",189016,"Instruments",18,210,2023
"Optical, photo, & film equipment; medical instruments",1890,"Drafting Tools",189017,"Instruments",18,796,2023
"Optical, photo, & film equipment; medical instruments",1890,"Medical Instruments",189018,"Instruments",18,20704,2023
"Optical, photo, & film equipment; medical instruments",1890,"Therapeutic Appliances",189019,"Instruments",18,2139.0000000000005,2023
"Optical, photo, & film equipment; medical instruments",1890,"Breathing Appliances",189020,"Instruments",18,5652,2023
"Optical, photo, & film equipment; medical instruments",1890,"Orthopedic Appliances",189021,"Instruments",18,2767932,2023
"Optical, photo, & film equipment; medical instruments",1890,"X-Ray Equipment",189022,"Instruments",18,19112,2023
"Optical, photo, & film equipment; medical instruments",1890,"Instructional Models",189023,"Instruments",18,8250,2023
"Optical, photo, & film equipment; medical instruments",1890,"Tensile Testing Machines",189024,"Instruments",18,69124,2023
"Optical, photo, & film equipment; medical instruments",1890,"Hydrometers",189025,"Instruments",18,2404,2023
"Optical, photo, & film equipment; medical instruments",1890,"Gas and Liquid Flow Measuring Instruments",189026,"Instruments",18,921069,2023
"Optical, photo, & film equipment; medical instruments",1890,"Chemical Analysis Instruments",189027,"Instruments",18,109718,2023
"Optical, photo, & film equipment; medical instruments",1890,"Utility Meters",189028,"Instruments",18,838.0000000000001,2023
"Optical, photo, & film equipment; medical instruments",1890,"Revolution Counters",189029,"Instruments",18,157,2023
"Optical, photo, & film equipment; medical instruments",1890,"Oscilloscopes",189030,"Instruments",18,94763,2023
"Optical, photo, & film equipment; medical instruments",1890,"Other Measuring Instruments",189031,"Instruments",18,228328,2023
"Optical, photo, & film equipment; medical instruments",1890,"Thermostats",189032,"Instruments",18,142983,2023
"Optical, photo, & film equipment; medical instruments",1890,"Opto-Electric Instrument Parts",189033,"Instruments",18,2423,2023
"Clocks, watches, & parts",1891,"Precious Metal Watches",189101,"Instruments",18,17276,2023
"Clocks, watches, & parts",1891,"Base Metal Watches",189102,"Instruments",18,268848,2023
"Clocks, watches, & parts",1891,"Clocks with Watch Movements",189103,"Instruments",18,163,2023
"Clocks, watches, & parts",1891,"Dashboard Clocks",189104,"Instruments",18,30,2023
"Clocks, watches, & parts",1891,"Other Clocks",189105,"Instruments",18,18.000000000000004,2023
"Clocks, watches, & parts",1891,"Clock Movements",189109,"Instruments",18,1669,2023
"Clocks, watches, & parts",1891,"Clock Cases and Parts",189112,"Instruments",18,103.00000000000001,2023
"Clocks, watches, & parts",1891,"Watch Straps",189113,"Instruments",18,8027335,2023
"Clocks, watches, & parts",1891,"Other Clocks and Watches",189114,"Instruments",18,9246,2023
"Musical instruments",1892,"String Instruments",189202,"Instruments",18,1394,2023
"Musical instruments",1892,"Wind Instruments",189205,"Instruments",18,392.99999999999994,2023
"Musical instruments",1892,"Percussion",189206,"Instruments",18,9203,2023
"Musical instruments",1892,"Electric Musical Instruments",189207,"Instruments",18,740,2023
"Musical instruments",1892,"Other Musical Instruments",189208,"Instruments",18,74.00000000000001,2023
"Musical instruments",1892,"Musical Instrument Parts",189209,"Instruments",18,4157,2023
"Weapons",1993,"Military Weapons",199301,"Weapons",19,936214,2023
"Weapons",1993,"Weapons Parts and Accessories",199305,"Weapons",19,10015,2023
"Weapons",1993,"Explosive Ammunition",199306,"Weapons",19,19414,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Seats",209401,"Miscellaneous",20,222713,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Medical Furniture",209402,"Miscellaneous",20,1837,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Other Furniture",209403,"Miscellaneous",20,829177,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Mattresses",209404,"Miscellaneous",20,86719,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Light Fixtures",209405,"Miscellaneous",20,28132,2023
"Furniture, bedding, lamps, & prefab buildings",2094,"Prefabricated Buildings",209406,"Miscellaneous",20,65478,2023
"Toys, games, & sports",2095,"Other toys",209503,"Miscellaneous",20,2095368,2023
"Toys, games, & sports",2095,"Video and Card Games",209504,"Miscellaneous",20,20866,2023
"Toys, games, & sports",2095,"Party Decorations",209505,"Miscellaneous",20,770599,2023
"Toys, games, & sports",2095,"Sports Equipment",209506,"Miscellaneous",20,1501553,2023
"Toys, games, & sports",2095,"Fishing and Hunting Equipment",209507,"Miscellaneous",20,4690629,2023
"Toys, games, & sports",2095,"Fairground Amusements",209508,"Miscellaneous",20,273.99999999999994,2023
"Misc. manufactures",2096,"Worked Ivory and Bone",209601,"Miscellaneous",20,156334,2023
"Misc. manufactures",2096,"Vegetable and Mineral Carvings",209602,"Miscellaneous",20,9497,2023
"Misc. manufactures",2096,"Brooms",209603,"Miscellaneous",20,151774,2023
"Misc. manufactures",2096,"Hand Sifters",209604,"Miscellaneous",20,16,2023
"Misc. manufactures",2096,"Travel Kits",209605,"Miscellaneous",20,2347,2023
"Misc. manufactures",2096,"Buttons",209606,"Miscellaneous",20,1639577,2023
"Misc. manufactures",2096,"Zippers",209607,"Miscellaneous",20,45559,2023
"Misc. manufactures",2096,"Pens",209608,"Miscellaneous",20,3684,2023
"Misc. manufactures",2096,"Pencils and Crayons",209609,"Miscellaneous",20,402.99999999999994,2023
"Misc. manufactures",2096,"Chalkboards",209610,"Miscellaneous",20,830,2023
"Misc. manufactures",2096,"Ink Ribbons",209612,"Miscellaneous",20,261,2023
"Misc. manufactures",2096,"Lighters",209613,"Miscellaneous",20,9598,2023
"Misc. manufactures",2096,"Combs",209615,"Miscellaneous",20,18654,2023
"Misc. manufactures",2096,"Scent Sprays",209616,"Miscellaneous",20,170,2023
"Misc. manufactures",2096,"Vacuum Flask",209617,"Miscellaneous",20,10500,2023
"Misc. manufactures",2096,"Mannequins",209618,"Miscellaneous",20,55945,2023
"Misc. manufactures",2096,"Sanitary towels (pads)",209619,"Miscellaneous",20,46923,2023
"Misc. manufactures",2096,"Monopods, bipods, tripods and similar articles",209620,"Miscellaneous",20,123.00000000000001,2023
"Art & antiques",2197,"Paintings",219701,"Arts and Antiques",21,87996,2023
"Art & antiques",2197,"Sculptures",219703,"Arts and Antiques",21,81666,2023
"Art & antiques",2197,"Revenue Stamps",219704,"Arts and Antiques",21,2016.0000000000002,2023
"Art & antiques",2197,"Collector's Items",219705,"Arts and Antiques",21,943033,2023
"Art & antiques",2197,"Antiques",219706,"Arts and Antiques",21,47196,2023